,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
311,2021041200100611,2021년 4월 12일 22시,월요일,전라남도 목포시 상동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,40세,상해없음,보행자,남,29세,경상
312,2021041300100192,2021년 4월 13일 11시,화요일,전라남도 곡성군 곡성읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,65세,상해없음,보행자,여,85세,중상
313,2021041300100282,2021년 4월 13일 14시,화요일,전라남도 광양시 중동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,여,73세,경상
314,2021041300100420,2021년 4월 13일 17시,화요일,전라남도 화순군 화순읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,남,60세,경상
315,2021041300100511,2021년 4월 13일 19시,화요일,전라남도 여수시 학동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,62세,상해없음,보행자,남,56세,경상
316,2021041300100570,2021년 4월 13일 21시,화요일,전라남도 순천시 연향동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,보행자,여,68세,경상
317,2021041300100602,2021년 4월 13일 22시,화요일,전라남도 나주시 금천면,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,보행자,여,81세,사망
318,2021041400100078,2021년 4월 14일 08시,수요일,전라남도 영암군 학산면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,6세,경상
319,2021041400100110,2021년 4월 14일 09시,수요일,전라남도 여수시 교동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,47세,상해없음,보행자,여,55세,경상
320,2021041400100192,2021년 4월 14일 12시,수요일,전라남도 여수시 서교동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,75세,상해없음,보행자,여,73세,중상
321,2021041400100300,2021년 4월 14일 15시,수요일,전라남도 무안군 삼향읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,보행자,여,7세,중상
322,2021041400100374,2021년 4월 14일 17시,수요일,전라남도 담양군 대전면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,71세,상해없음,보행자,여,73세,경상
323,2021041400100425,2021년 4월 14일 18시,수요일,전라남도 순천시 해룡면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,25세,상해없음,보행자,남,8세,경상
324,2021041400100519,2021년 4월 14일 21시,수요일,전라남도 순천시 용당동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,기타불명,미분류,기타불명,보행자,여,17세,부상신고
325,2021041500100089,2021년 4월 15일 08시,목요일,전라남도 장성군 삼계면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,67세,상해없음,보행자,여,78세,중상
326,2021041500100119,2021년 4월 15일 09시,목요일,전라남도 함평군 월야면,중상사고,0,1,2,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,59세,상해없음,보행자,여,63세,경상
327,2021041500100174,2021년 4월 15일 11시,목요일,전라남도 화순군 도암면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,41세,상해없음,보행자,여,85세,중상
328,2021041500100621,2021년 4월 15일 23시,목요일,전라남도 나주시 대호동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,22세,상해없음,보행자,남,48세,경상
329,2021041600100177,2021년 4월 16일 11시,금요일,전라남도 목포시 용해동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,40세,상해없음,보행자,남,93세,중상
330,2021041600100459,2021년 4월 16일 19시,금요일,전라남도 광양시 중동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,기타불명,보행자,남,46세,중상
331,2021041600100491,2021년 4월 16일 20시,금요일,전라남도 강진군 칠량면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,71세,상해없음,보행자,여,43세,경상
332,2021041600100525,2021년 4월 16일 21시,금요일,전라남도 여수시 여서동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,남,60세,경상
333,2021041700100136,2021년 4월 17일 10시,토요일,전라남도 영광군 홍농읍,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,보행자,여,84세,중상
334,2021041700100173,2021년 4월 17일 11시,토요일,전라남도 장흥군 장흥읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,여,39세,상해없음,보행자,여,37세,경상
335,2021041700100215,2021년 4월 17일 12시,토요일,전라남도 장성군 진원면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,49세,상해없음,보행자,여,59세,경상
336,2021041700100429,2021년 4월 17일 17시,토요일,전라남도 여수시 학동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,보행자,여,24세,경상
337,2021041700100495,2021년 4월 17일 19시,토요일,전라남도 목포시 용해동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,23세,상해없음,보행자,여,27세,경상
338,2021041800100063,2021년 4월 18일 09시,일요일,전라남도 고흥군 풍양면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,여,88세,중상
339,2021041800100244,2021년 4월 18일 16시,일요일,전라남도 순천시 조례동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,여,15세,경상
340,2021041800100359,2021년 4월 18일 20시,일요일,전라남도 해남군 황산면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,54세,상해없음,보행자,남,27세,경상
341,2021041900100233,2021년 4월 19일 12시,월요일,전라남도 목포시 옥암동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,26세,상해없음,보행자,남,10세,경상
342,2021041900100258,2021년 4월 19일 13시,월요일,전라남도 장흥군 장흥읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,78세,상해없음,보행자,여,76세,중상
343,2021042000100089,2021년 4월 20일 08시,화요일,전라남도 해남군 해남읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,29세,상해없음,보행자,남,53세,경상
344,2021042000100281,2021년 4월 20일 13시,화요일,전라남도 곡성군 옥과면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,보행자,남,84세,중상
345,2021042000100396,2021년 4월 20일 16시,화요일,전라남도 목포시 용당동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,74세,상해없음,보행자,여,58세,경상
346,2021042000100479,2021년 4월 20일 18시,화요일,전라남도 강진군 강진읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,기타불명,보행자,여,22세,경상
347,2021042100100254,2021년 4월 21일 13시,수요일,전라남도 목포시 수강동1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,75세,상해없음,보행자,남,67세,경상
348,2021042100100340,2021년 4월 21일 15시,수요일,전라남도 광양시 중동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,58세,상해없음,보행자,남,7세,중상
349,2021042100100479,2021년 4월 21일 18시,수요일,전라남도 순천시 연향동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,45세,상해없음,보행자,남,8세,경상
350,2021042200100125,2021년 4월 22일 09시,목요일,전라남도 여수시 여서동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,개인형이동수단(PM),남,19세,상해없음,보행자,여,6세,경상
351,2021042200100268,2021년 4월 22일 13시,목요일,전라남도 영광군 군서면,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,보행자,남,91세,중상
352,2021042200100396,2021년 4월 22일 17시,목요일,전라남도 여수시 국동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,여,77세,중상
353,2021042300100124,2021년 4월 23일 09시,금요일,전라남도 목포시 상동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,남,70세,중상
354,2021042300100358,2021년 4월 23일 15시,금요일,전라남도 목포시 용해동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,39세,상해없음,보행자,여,80세,중상
355,2021042300100399,2021년 4월 23일 16시,금요일,전라남도 광양시 광양읍,부상신고사고,0,0,0,1,차대사람 - 차도통행중,차로위반,포장 - 건조,맑음,기타 - 기타,화물,남,28세,상해없음,보행자,남,81세,부상신고
356,2021042400100010,2021년 4월 24일 00시,토요일,전라남도 광양시 중동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,23세,상해없음,보행자,남,25세,경상
357,2021042400100100,2021년 4월 24일 09시,토요일,전라남도 고흥군 도양읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,남,27세,경상
358,2021042400100247,2021년 4월 24일 13시,토요일,전라남도 목포시 용당동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,74세,상해없음,보행자,남,78세,중상
359,2021042400100529,2021년 4월 24일 20시,토요일,전라남도 순천시 조례동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,24세,상해없음,보행자,여,25세,경상
360,2021042500100232,2021년 4월 25일 14시,일요일,전라남도 목포시 산정동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,승용,남,40세,상해없음,보행자,남,7세,경상
361,2021042600100095,2021년 4월 26일 08시,월요일,전라남도 장성군 장성읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,80세,경상
362,2021042600100522,2021년 4월 26일 19시,월요일,전라남도 여수시 학동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,36세,상해없음,보행자,남,48세,중상
363,2021042700100049,2021년 4월 27일 07시,화요일,전라남도 순천시 중앙동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,14세,상해없음,보행자,여,83세,중상
364,2021042700100141,2021년 4월 27일 10시,화요일,전라남도 목포시 용당동,경상사고,0,0,1,0,차대사람 - 차도통행중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,63세,상해없음,보행자,여,75세,경상
365,2021042700100432,2021년 4월 27일 18시,화요일,전라남도 화순군 화순읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,30세,상해없음,보행자,남,11세,경상
366,2021042700100505,2021년 4월 27일 20시,화요일,전라남도 광양시 광양읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,기타,교차로 - 교차로횡단보도내,승용,남,27세,상해없음,보행자,여,15세,중상
367,2021042700100542,2021년 4월 27일 21시,화요일,전라남도 광양시 광양읍,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,기타,단일로 - 기타,승용,남,56세,상해없음,보행자,남,44세,사망
368,2021042800100066,2021년 4월 28일 07시,수요일,전라남도 보성군 보성읍,사망사고,1,0,0,0,차대사람 - 기타,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,69세,상해없음,보행자,여,76세,사망
369,2021042800100376,2021년 4월 28일 17시,수요일,전라남도 순천시 가곡동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,보행자,남,70세,경상
370,2021042900100010,2021년 4월 29일 00시,목요일,전라남도 여수시 고소동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,보행자,여,71세,중상
371,2021042900100046,2021년 4월 29일 06시,목요일,전라남도 강진군 도암면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 기타,맑음,기타 - 기타,승용,남,70세,상해없음,보행자,남,86세,중상
372,2021042900100185,2021년 4월 29일 11시,목요일,전라남도 무안군 해제면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,여,51세,상해없음,보행자,남,60세,중상
373,2021042900100542,2021년 4월 29일 20시,목요일,전라남도 완도군 완도읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,보행자,남,46세,경상
374,2021042900100636,2021년 4월 29일 23시,목요일,전라남도 목포시 상동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 젖음/습기,흐림,교차로 - 교차로안,승용,남,34세,상해없음,보행자,여,57세,중상
375,2021043000100004,2021년 4월 30일 00시,금요일,전라남도 광양시 중동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,흐림,교차로 - 교차로횡단보도내,승용,남,69세,상해없음,보행자,여,16세,경상
376,2021043000100011,2021년 4월 30일 01시,금요일,전라남도 목포시 상동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,40세,상해없음,보행자,남,37세,경상
377,2021043000100104,2021년 4월 30일 08시,금요일,전라남도 고흥군 도양읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,62세,상해없음,보행자,여,76세,경상
378,2021043000100271,2021년 4월 30일 13시,금요일,전라남도 순천시 연향동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,여,28세,경상
379,2021043000100497,2021년 4월 30일 18시,금요일,전라남도 여수시 주삼동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,64세,경상
380,2021043000100498,2021년 4월 30일 18시,금요일,전라남도 여수시 오림동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,24세,상해없음,보행자,남,47세,경상
381,2021050100100033,2021년 5월 1일 02시,토요일,전라남도 순천시 조례동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,20세,상해없음,보행자,남,29세,경상
382,2021050100100099,2021년 5월 1일 09시,토요일,전라남도 영광군 영광읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,74세,상해없음,보행자,여,67세,중상
383,2021050100100332,2021년 5월 1일 16시,토요일,전라남도 고흥군 도양읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승합,남,55세,상해없음,보행자,여,69세,경상
384,2021050200100227,2021년 5월 2일 14시,일요일,전라남도 고흥군 남양면,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,보행자,여,81세,중상
385,2021050200100366,2021년 5월 2일 18시,일요일,전라남도 장성군 장성읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,남,76세,중상
386,2021050300100095,2021년 5월 3일 08시,월요일,전라남도 화순군 화순읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,73세,상해없음,보행자,남,15세,경상
387,2021050300100139,2021년 5월 3일 09시,월요일,전라남도 장성군 남면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,36세,상해없음,보행자,여,79세,경상
388,2021050300100169,2021년 5월 3일 10시,월요일,전라남도 영광군 영광읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,여,65세,상해없음,보행자,남,70세,중상
389,2021050300100297,2021년 5월 3일 13시,월요일,전라남도 여수시 화양면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,44세,상해없음,보행자,여,65세,중상
390,2021050300100376,2021년 5월 3일 15시,월요일,전라남도 광양시 중동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,5세,경상
391,2021050300100515,2021년 5월 3일 18시,월요일,전라남도 여수시 문수동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,남,68세,경상
392,2021050400100135,2021년 5월 4일 10시,화요일,전라남도 목포시 용당동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,남,60세,경상
393,2021050400100136,2021년 5월 4일 10시,화요일,전라남도 순천시 서면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,65세,상해없음,보행자,여,62세,경상
394,2021050400100137,2021년 5월 4일 10시,화요일,전라남도 나주시 다시면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,보행자,남,64세,경상
395,2021050400100138,2021년 5월 4일 10시,화요일,전라남도 함평군 함평읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,44세,상해없음,보행자,여,80세,경상
396,2021050400100552,2021년 5월 4일 20시,화요일,전라남도 무안군 삼향읍,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,흐림,교차로 - 교차로횡단보도내,승용,남,39세,상해없음,보행자,여,14세,경상
397,2021050400100609,2021년 5월 4일 21시,화요일,전라남도 여수시 학동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,이륜,남,36세,상해없음,보행자,남,54세,경상
398,2021050500100120,2021년 5월 5일 10시,수요일,전라남도 목포시 죽교동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,59세,기타불명,보행자,여,66세,경상
399,2021050500100234,2021년 5월 5일 13시,수요일,전라남도 목포시 용당동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,60세,상해없음,보행자,남,8세,중상
400,2021050500100361,2021년 5월 5일 16시,수요일,전라남도 순천시 동외동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,67세,상해없음,보행자,여,68세,중상
401,2021050500100410,2021년 5월 5일 17시,수요일,전라남도 순천시 연향동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,48세,상해없음,보행자,여,7세,경상
402,2021050500100451,2021년 5월 5일 18시,수요일,전라남도 순천시 조곡동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,기타 - 기타,승용,남,55세,상해없음,보행자,남,78세,중상
403,2021050500100480,2021년 5월 5일 19시,수요일,전라남도 목포시 옥암동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,보행자,남,46세,경상
404,2021050500100512,2021년 5월 5일 20시,수요일,전라남도 광양시 중동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,24세,경상,보행자,남,24세,경상
405,2021050600100078,2021년 5월 6일 08시,목요일,전라남도 영광군 영광읍,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,남,8세,경상
406,2021050600100211,2021년 5월 6일 12시,목요일,전라남도 목포시 산정동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,71세,상해없음,보행자,여,81세,중상
407,2021050600100213,2021년 5월 6일 12시,목요일,전라남도 광양시 광양읍,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,67세,상해없음,보행자,남,25세,중상
408,2021050600100524,2021년 5월 6일 21시,목요일,전라남도 곡성군 옥과면,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,55세,상해없음,보행자,여,62세,중상
409,2021050700100452,2021년 5월 7일 18시,금요일,전라남도 영광군 염산면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,74세,중상
410,2021050700100598,2021년 5월 7일 22시,금요일,전라남도 순천시 조례동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,여,61세,중상
411,2021050800100021,2021년 5월 8일 01시,토요일,전라남도 목포시 달동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,보행자,남,44세,경상
412,2021050800100172,2021년 5월 8일 11시,토요일,전라남도 순천시 연향동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,여,53세,중상
413,2021050800100219,2021년 5월 8일 12시,토요일,전라남도 영암군 삼호읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,보행자,남,37세,경상
414,2021050800100446,2021년 5월 8일 17시,토요일,전라남도 구례군 구례읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,66세,상해없음,보행자,남,61세,경상
415,2021050900100359,2021년 5월 9일 17시,일요일,전라남도 여수시 문수동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,21세,경상,보행자,남,46세,상해없음
416,2021050900100360,2021년 5월 9일 17시,일요일,전라남도 순천시 조례동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,여,78세,중상
417,2021050900100425,2021년 5월 9일 19시,일요일,전라남도 목포시 산정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,31세,상해없음,보행자,여,60세,경상
418,2021051000100258,2021년 5월 10일 14시,월요일,전라남도 나주시 이창동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,77세,상해없음,보행자,남,58세,경상
419,2021051000100259,2021년 5월 10일 14시,월요일,전라남도 나주시 산포면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,26세,상해없음,보행자,남,56세,중상
420,2021051000100260,2021년 5월 10일 14시,월요일,전라남도 해남군 해남읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,보행자,여,82세,경상
421,2021051000100445,2021년 5월 10일 19시,월요일,전라남도 여수시 오림동,사망사고,1,0,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,보행자,남,91세,사망
422,2021051100100122,2021년 5월 11일 08시,화요일,전라남도 완도군 보길면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,65세,상해없음,보행자,남,68세,중상
423,2021051100100303,2021년 5월 11일 13시,화요일,전라남도 여수시 중앙동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,59세,경상
424,2021051100100381,2021년 5월 11일 15시,화요일,전라남도 장흥군 장흥읍,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,51세,경상,보행자,남,57세,경상
425,2021051100100655,2021년 5월 11일 23시,화요일,전라남도 장흥군 장흥읍,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,보행자,남,42세,중상
